Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,378.600006,411.174988,347.000000,392.700012,351.680206,6825316
2012-02-01,395.549988,399.450012,355.299988,363.899994,325.888519,9848540
2012-03-01,363.575012,386.024994,357.524994,383.024994,343.015808,6095960
2012-04-01,384.000000,430.975006,374.149994,428.100006,383.382538,6770758
2012-05-01,428.000000,475.399994,405.000000,466.750000,417.995300,10874698
2012-06-01,465.000000,516.500000,449.475006,512.575012,459.033630,8169964
2012-07-01,515.000000,556.875000,505.000000,548.349976,491.071716,6926016
2012-08-01,552.000000,600.849976,545.049988,569.974976,516.537354,9755186
2012-09-01,574.650024,587.500000,512.500000,541.299988,490.550751,11924280
2012-10-01,544.424988,600.500000,542.224976,599.575012,543.362183,9829980
2012-11-01,600.625000,617.200012,552.000000,592.450012,536.905334,19049696
2012-12-01,588.474976,599.000000,522.500000,552.200012,500.428955,10892554
2013-01-01,557.250000,559.650024,502.500000,525.099976,475.869629,6400496
2013-02-01,532.200012,539.674988,497.000000,505.000000,457.654114,5252920
2013-03-01,506.000000,529.200012,462.225006,493.750000,447.458801,6774908
2013-04-01,494.500000,551.775024,493.399994,537.424988,487.039032,5289464
2013-05-01,537.424988,576.000000,482.975006,488.799988,442.972870,8224466
2013-06-01,487.500000,501.100006,463.549988,495.549988,449.090057,6308842
2013-07-01,497.000000,512.724976,452.625000,468.350006,424.440155,8127904
2013-08-01,468.000000,508.725006,455.000000,497.125000,457.600220,7286502
2013-09-01,497.500000,517.500000,465.125000,485.174988,446.600311,7496474
2013-10-01,481.649994,532.450012,478.625000,486.250000,447.589844,7082852
2013-11-01,489.000000,591.724976,484.500000,576.150024,530.342346,12371838
2013-12-01,576.825012,618.375000,548.500000,610.674988,562.122314,7457010
2014-01-01,614.000000,671.275024,610.000000,657.750000,605.454468,8177150
2014-02-01,662.924988,723.500000,647.525024,712.275024,655.644470,7256988
2014-03-01,715.500000,727.500000,652.549988,682.950012,628.650879,7766690
2014-04-01,683.000000,706.224976,633.000000,690.625000,635.715637,6114880
2014-05-01,690.625000,705.974976,605.000000,637.599976,586.906494,7645020
2014-06-01,637.599976,734.974976,614.150024,729.575012,671.568848,9965964
2014-07-01,734.900024,774.549988,701.500000,737.974976,679.301025,6776052
