Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,320.899994,352.799988,316.500000,350.250000,333.530396,22172775
2012-02-01,350.250000,359.950012,311.299988,316.950012,301.820068,32789685
2012-03-01,318.899994,320.000000,286.299988,305.100006,290.535736,39927505
2012-04-01,305.000000,324.950012,302.200012,312.000000,297.106293,19578194
2012-05-01,312.000000,331.299988,303.799988,309.899994,295.106537,33057164
2012-06-01,310.700012,317.899994,300.000000,316.549988,301.439117,22125399
2012-07-01,316.250000,342.350006,313.299988,338.600006,322.436554,22790211
2012-08-01,360.000000,383.100006,345.000000,376.450012,358.479706,38814841
2012-09-01,377.250000,395.399994,352.500000,380.100006,364.106171,45928573
2012-10-01,382.000000,387.200012,320.299988,363.299988,348.013062,33049089
2012-11-01,365.100006,416.899994,365.100006,414.649994,397.202332,45961836
2012-12-01,416.899994,430.100006,402.049988,414.250000,396.819214,27593484
2013-01-01,416.000000,435.000000,385.950012,407.049988,389.922180,39140558
2013-02-01,407.000000,417.549988,355.750000,359.850006,344.708252,48632227
2013-03-01,358.000000,395.950012,354.000000,379.750000,363.770935,24777601
2013-04-01,383.750000,413.850006,379.649994,405.299988,388.245789,23302061
2013-05-01,405.299988,428.000000,368.000000,370.549988,354.958008,34526379
2013-06-01,371.549988,393.500000,364.000000,391.950012,375.457520,32160269
2013-07-01,391.049988,419.850006,389.350006,400.299988,383.456177,23454773
2013-08-01,401.850006,429.799988,381.649994,416.950012,399.405609,32695291
2013-09-01,418.000000,450.399994,403.399994,432.500000,416.405701,24728866
2013-10-01,432.000000,444.799988,408.700012,413.200012,397.823883,23222129
2013-11-01,414.500000,429.750000,378.549988,391.250000,376.690704,24786988
2013-12-01,392.000000,409.500000,373.200012,400.799988,385.885315,26880390
2014-01-01,402.500000,425.850006,386.000000,410.600006,395.320618,25050079
2014-02-01,408.500000,423.600006,366.500000,384.299988,369.999298,42510201
2014-03-01,386.000000,401.600006,373.850006,382.799988,368.555145,27810930
2014-04-01,383.700012,410.100006,379.149994,397.450012,382.660004,23448661
2014-05-01,397.450012,425.000000,367.500000,384.549988,370.239990,36170269
2014-06-01,389.000000,445.000000,381.200012,438.000000,421.700989,39710410
2014-07-01,439.000000,463.350006,425.250000,456.500000,439.512543,26215684
2014-08-01,455.000000,517.400024,430.000000,514.200012,495.065460,30315365
2014-09-01,516.299988,639.099976,514.700012,626.799988,606.227844,60134927
2014-10-01,626.799988,673.000000,570.200012,666.549988,644.673157,31542377
2014-11-01,670.000000,671.000000,593.000000,635.150024,614.303772,33966377
2014-12-01,636.849976,667.299988,597.799988,626.400024,605.840942,32937520
2015-01-01,626.500000,711.900024,604.500000,695.750000,672.914795,29556580
2015-02-01,698.000000,706.500000,623.450012,669.849976,647.864807,31765565
2015-03-01,683.549988,752.849976,681.349976,712.450012,689.066711,37380515
2015-04-01,714.000000,746.099976,618.750000,636.000000,615.125854,36939572
2015-05-01,636.000000,695.950012,620.400024,650.450012,629.101624,39476666
2015-06-01,645.500000,672.750000,571.250000,615.400024,595.201965,39078369
2015-07-01,619.000000,724.000000,616.750000,709.049988,685.778259,29702566
2015-08-01,713.799988,745.000000,605.700012,682.150024,659.761108,55935660
2015-09-01,682.000000,688.400024,623.500000,636.049988,616.899170,38471585
2015-10-01,642.900024,704.900024,631.450012,690.450012,669.661255,41566487
2015-11-01,688.950012,688.950012,613.150024,643.650024,624.270325,22360547
2015-12-01,645.500000,661.400024,620.000000,649.750000,630.186768,19495129
2016-01-01,653.200012,658.450012,572.299988,585.099976,567.483154,21609947
2016-02-01,591.900024,606.049988,505.000000,514.150024,498.669556,41564583
2016-03-01,515.000000,549.700012,494.549988,511.950012,496.535706,59126789
2016-04-01,513.799988,544.299988,497.000000,537.000000,520.831482,39446705
2016-05-01,536.950012,547.000000,457.450012,472.649994,458.419006,44420438
2016-06-01,474.700012,506.799988,459.000000,501.000000,485.915405,32521726
2016-07-01,502.000000,535.500000,499.850006,527.400024,511.520569,29463580
