Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,162.899994,208.595001,161.139999,206.160004,180.913788,507366830
2012-02-01,205.100006,247.500000,198.229996,224.755005,197.231659,721476290
2012-03-01,223.384995,237.440002,204.714996,209.634995,183.963226,588096710
2012-04-01,210.000000,234.970001,209.005005,213.809998,187.626968,436579170
2012-05-01,213.809998,216.889999,180.229996,205.604996,180.426727,778308620
2012-06-01,205.994995,224.399994,197.404999,215.899994,192.914734,675324690
2012-07-01,216.979996,225.255005,193.149994,200.509995,179.163208,513166880
2012-08-01,201.000000,208.895004,181.514999,183.735001,164.174103,621691260
2012-09-01,185.000000,227.800003,182.699997,224.059998,200.206009,518389820
2012-10-01,224.240005,236.255005,201.029999,211.024994,188.558746,474785820
2012-11-01,211.199997,226.934998,204.100006,217.029999,193.924438,413217690
2012-12-01,218.000000,240.815002,217.350006,238.550003,213.153366,386839220
2013-01-01,240.490005,255.169998,239.755005,243.800003,217.844467,408572780
2013-02-01,243.100006,245.210007,205.100006,208.089996,185.936203,430445010
2013-03-01,208.699997,227.380005,202.710007,207.274994,185.207977,410246090
2013-04-01,208.500000,236.000000,197.610001,226.429993,202.323669,341275490
2013-05-01,226.429993,247.199997,204.205002,204.675003,182.884781,501619750
2013-06-01,204.809998,208.399994,189.210007,195.380005,177.995865,435869660
2013-07-01,196.300003,202.899994,169.000000,170.839996,155.639328,484328200
2013-08-01,171.794998,172.899994,145.270004,151.895004,138.379990,548347800
2013-09-01,152.000000,184.449997,145.570007,161.490005,147.121277,482393850
2013-10-01,162.235001,180.339996,157.384995,179.675003,163.688232,414160840
2013-11-01,179.300003,190.789993,165.264999,181.945007,165.756256,456503920
2013-12-01,182.699997,192.399994,171.250000,176.649994,160.932373,339419830
2014-01-01,177.199997,180.600006,151.005005,152.384995,138.826385,320936250
2014-02-01,152.500000,154.000000,145.509995,153.324997,139.682739,296678260
2014-03-01,153.000000,193.880005,151.500000,191.770004,174.707062,505242250
2014-04-01,192.800003,212.490005,186.750000,207.860001,191.059067,378084600
2014-05-01,207.860001,283.489990,203.500000,254.225006,233.676483,635372890
2014-06-01,254.899994,276.149994,252.669998,268.625000,248.339691,411652990
2014-07-01,269.899994,272.899994,236.639999,243.925003,225.504913,375131560
2014-08-01,241.500000,257.739990,235.009995,246.070007,227.487930,348137400
2014-09-01,247.699997,264.399994,235.005005,244.570007,226.101227,383902910
2014-10-01,244.500000,270.980011,234.604996,270.279999,249.869705,272704970
2014-11-01,270.600006,322.500000,269.424988,321.399994,297.129364,417548280
2014-12-01,322.799988,326.950012,287.000000,311.850006,288.300537,312302500
2015-01-01,312.450012,336.000000,295.149994,308.950012,285.619507,309069932
2015-02-01,309.500000,313.149994,275.700012,299.899994,277.252899,388866504
2015-03-01,305.899994,315.000000,255.199997,267.049988,246.883591,333266917
2015-04-01,266.649994,294.899994,263.149994,269.750000,249.379730,265529226
