Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,162.000000,217.600006,156.800003,215.009995,200.477753,306643535
2012-02-01,214.899994,261.690002,210.660004,235.550003,219.629501,252982635
2012-03-01,235.000000,256.739990,219.039993,229.240005,213.745972,246993345
2012-04-01,225.199997,245.300003,215.229996,221.389999,206.426559,175376080
2012-05-01,221.389999,225.529999,184.399994,194.190002,181.064957,238014825
2012-06-01,193.960007,214.399994,188.820007,203.149994,189.419357,225304875
2012-07-01,204.250000,216.279999,198.339996,208.830002,197.744125,231899125
2012-08-01,208.050003,224.399994,197.710007,198.360001,187.829926,195474615
2012-09-01,199.630005,234.899994,185.449997,227.199997,215.138962,318663950
2012-10-01,227.199997,249.229996,201.699997,236.520004,223.964203,238462985
2012-11-01,236.600006,264.920013,235.399994,263.980011,249.966461,145789265
2012-12-01,262.799988,275.799988,260.899994,271.309998,256.907318,142555580
2013-01-01,273.940002,303.209991,268.609985,301.029999,285.049591,239668225
2013-02-01,300.220001,303.000000,266.790009,268.829987,254.558975,171905895
2013-03-01,269.000000,285.540009,255.410004,260.140015,246.330307,171529465
2013-04-01,260.250000,304.000000,239.600006,298.540009,282.691833,178246680
2013-05-01,298.540009,309.980011,282.200012,286.109985,270.921661,187293885
2013-06-01,284.799988,288.799988,241.580002,265.040009,250.970184,202815825
2013-07-01,264.799988,270.980011,203.110001,206.910004,195.926071,251794940
2013-08-01,208.800003,232.500000,156.800003,166.589996,160.023605,433579265
2013-09-01,169.139999,234.559998,152.679993,201.570007,193.624802,558815530
2013-10-01,203.580002,252.300003,202.589996,244.539993,234.901031,386254900
2013-11-01,244.990005,251.479996,202.110001,231.190002,222.077255,280638735
2013-12-01,231.960007,268.519989,231.600006,259.910004,249.665222,177176520
2014-01-01,260.299988,265.000000,221.000000,224.589996,215.737411,297584725
2014-02-01,222.419998,254.320007,216.520004,253.410004,243.421432,152184020
2014-03-01,252.000000,295.000000,249.520004,292.100006,280.586426,327825945
2014-04-01,294.000000,310.959991,282.019989,303.440002,291.479431,129143380
2014-05-01,303.440002,385.760010,303.339996,367.230011,352.755035,161112720
2014-06-01,366.450012,397.920013,350.000000,383.769989,368.643036,114786265
2014-07-01,385.600006,408.609985,361.459991,391.649994,380.129730,112355519
2014-08-01,388.000000,407.350006,369.049988,397.250000,385.565002,65822609
2014-09-01,398.950012,423.799988,370.250000,377.700012,366.590088,73965485
2014-10-01,375.600006,440.399994,372.299988,439.399994,426.475159,60602478
2014-11-01,442.000000,485.899994,437.399994,481.200012,467.045654,74022344
2014-12-01,484.399994,506.399994,464.200012,502.399994,487.622009,72372959
2015-01-01,502.649994,604.049988,487.000000,588.099976,570.801270,100634097
2015-02-01,586.000000,625.599976,540.500000,567.150024,550.467468,119925926
2015-03-01,630.000000,654.900024,526.099976,560.200012,543.721924,148303878
2015-04-01,557.700012,582.400024,507.000000,567.799988,551.098389,135635991
2015-05-01,567.799988,587.299988,523.299988,585.400024,568.180603,110519790
2015-06-01,586.900024,588.900024,538.549988,558.950012,542.508606,131963430
2015-07-01,558.799988,613.450012,550.450012,573.500000,556.630676,151381278
2015-08-01,576.000000,589.500000,475.100006,507.750000,496.777527,140108503
2015-09-01,500.000000,534.700012,446.750000,495.649994,484.938995,196879676
2015-10-01,500.000000,532.700012,465.000000,475.399994,465.126617,207277962
2015-11-01,477.799988,487.200012,445.899994,468.649994,458.522491,170653879
2015-12-01,471.000000,471.350006,429.500000,449.100006,439.394958,177418271
2016-01-01,449.750000,452.899994,366.750000,408.399994,399.574493,238979496
2016-02-01,410.000000,422.500000,373.299988,375.750000,367.630066,316959771
2016-03-01,380.100006,449.000000,380.100006,444.149994,434.551910,182395017
2016-04-01,440.899994,484.899994,417.500000,472.399994,462.191467,180425584
2016-05-01,474.350006,525.000000,458.450012,515.200012,504.066559,185275967
2016-06-01,524.849976,549.150024,492.799988,533.500000,521.971069,169208561
2016-07-01,535.799988,576.799988,518.500000,546.150024,534.347717,143979135
2016-08-01,546.250000,603.849976,540.849976,596.849976,589.412659,307455114
2016-09-01,597.049988,638.299988,523.450012,541.349976,534.604187,215611228
2016-10-01,542.950012,553.349976,477.299988,486.899994,480.832703,187522095
2016-11-01,488.049988,513.599976,458.049988,469.850006,463.995178,183295478
2016-12-01,474.000000,480.700012,427.000000,449.950012,444.343170,167335769
2017-01-01,451.399994,491.700012,424.399994,466.000000,460.193146,184584877
2017-02-01,467.750000,530.000000,460.000000,506.649994,500.336609,165968858
2017-03-01,511.000000,525.650024,483.000000,490.799988,484.684143,180304291
2017-04-01,495.700012,525.000000,481.000000,509.649994,503.299225,159366051
2017-05-01,509.649994,534.599976,490.250000,514.049988,507.644379,175409774
2017-06-01,512.150024,525.349976,484.450012,517.349976,510.903229,115116059
2017-07-01,517.099976,547.500000,501.250000,519.799988,513.322754,147994575
2017-08-01,518.200012,524.049988,480.000000,500.350006,498.969849,126971719
